low_bound,high_bound,tortuosity,total_res
0,1,0.9666666666666667,0
2,5,0.9666666666666667,65
4,7,0.9666666666666667,125
0,2,1.0,0
3,8,0.9666666666666667,94
3,9,0.9666666666666667,107
2,7,0.9666666666666667,75
4,5,0.9666666666666667,116
5,6,0.9666666666666667,145
2,5,0.9666666666666667,67
3,7,0.9666666666666667,96
2,5,0.9666666666666667,65
0,2,1.0666666666666667,0
4,5,0.9666666666666667,116
2,5,0.9666666666666667,64
5,8,0.9666666666666667,153
5,6,0.9666666666666667,145
3,6,0.9666666666666667,93
0,4,1.4666666666666666,5
1,6,0.9666666666666667,42
1,9,1.0333333333333334,59
3,10,1.0,113
