run,total_resistance,path_length,tortuosity,max_lateral_deviation,net_drift,avg_dev_from_start,fractal_dimension,zero_cost_ratio
975,120,69,1.38,6,-5,2.623,1.0495,0.3088
976,129,69,1.38,9,-3,2.188,0.9775,0.2647
977,114,73,1.46,13,13,4.699,1.0657,0.3472
978,117,71,1.42,10,5,2.324,0.9071,0.3429
979,121,68,1.36,5,0,1.471,0.989,0.3731
980,120,69,1.38,6,-3,2.58,0.8401,0.2794
981,115,73,1.46,20,-19,7.63,0.9947,0.375
982,118,73,1.46,11,-9,3.11,0.9802,0.2917
983,134,70,1.4,5,-2,2.614,0.9551,0.2899
984,129,70,1.4,12,-12,5.4,0.9835,0.3043
985,125,75,1.5,7,-3,1.747,1.076,0.2838
986,119,70,1.4,12,12,6.986,1.0262,0.2319
987,130,70,1.4,8,2,3.7,0.901,0.2754
988,124,68,1.36,6,-4,1.912,1.097,0.3134
989,117,66,1.32,11,-8,5.652,0.9668,0.3692
990,120,86,1.72,22,-18,6.0,1.0347,0.4353
991,121,60,1.2,6,-4,4.05,0.9771,0.3729
992,128,66,1.32,13,-12,6.5,0.9753,0.2923
993,115,66,1.32,6,4,3.697,0.8629,0.3692
994,127,72,1.44,7,2,1.708,1.0287,0.3239
995,127,58,1.16,4,-2,1.172,0.9574,0.2456
996,132,77,1.54,13,9,6.013,0.9669,0.3026
997,125,66,1.32,7,-6,1.727,1.0226,0.3231
998,128,67,1.34,7,7,2.642,0.9688,0.2879
999,121,75,1.5,9,3,5.187,1.0726,0.3514
1000,105,70,1.4,4,0,1.257,0.852,0.3913
