p0,p10,tortuosity,resistance
0.5270752001394133,0.47292479986058666,1.66,0
0.37479209260377566,0.6252079073962243,1.91,120
0.5311920507068804,0.46880794929311964,1.41,0
0.4077462850277656,0.5922537149722344,1.72,80
0.3178688623217074,0.6821311376782926,1.57,200
0.7514900693866751,0.24850993061332494,1.11,0
0.4170132850300037,0.5829867149699963,1.85,70
0.6246502389354983,0.3753497610645017,1.27,0
0.7090465802989956,0.2909534197010044,1.16,0
0.14218671441663241,0.8578132855833676,1.41,540
0.7788544163694304,0.22114558363056958,1.09,0
0.34675170541625566,0.6532482945837443,1.64,150
0.6766798417719349,0.32332015822806515,1.18,0
0.3737881484003868,0.6262118515996131,2.03,110
0.22810598411644245,0.7718940158835575,1.47,340
0.30034697548459477,0.6996530245154052,1.73,200
0.3893833388185254,0.6106166611814746,1.73,80
0.4287778509568181,0.5712221490431819,1.97,30
0.4342752977763226,0.5657247022236773,1.87,30
0.1571324351168446,0.8428675648831554,1.34,490
0.42516079723947764,0.5748392027605224,2.0,60
0.42654839699896097,0.573451603001039,1.79,50
0.4746406349528196,0.5253593650471804,2.35,0
0.8191207698839506,0.18087923011604945,1.07,0
0.857347933813555,0.142652066186445,1.04,0
0.2980378550635218,0.7019621449364781,1.66,180
0.23987522898740288,0.7601247710125971,1.35,300
0.8443183574049797,0.15568164259502026,1.04,0
0.4484586726891374,0.5515413273108626,1.84,30
0.5788072982135909,0.4211927017864091,1.37,0
0.7352798459755183,0.2647201540244817,1.14,0
0.5193779908576677,0.48062200914233233,1.56,0
0.391092955741387,0.608907044258613,2.02,80
0.651428255554247,0.348571744445753,1.25,0
0.4489282758087334,0.5510717241912666,1.94,30
0.39646120570775767,0.6035387942922423,1.59,90
0.27584971292684507,0.7241502870731549,1.65,260
0.19414140344273234,0.8058585965572677,1.6,380
0.45683181341783163,0.5431681865821684,1.78,40
